Submission ID;Respondent ID;Submitted at;First Name;Last Name;Linkedin;Phone;Email;Dietary requirements;T-shirt size;Emergency contact;Emergency contact Phone;Why do you want to be part of Tectonic 2026?;Would you be interested in taking on a volunteer role with a little more responsibility?;Introduce yourself! 🎥;Upload your CV;Are you volunteering through an organization?;What organisation?;What kind of shifts would you feel comfortable doing?;What kind of shifts would you feel comfortable doing? (Setup & Logistics);What kind of shifts would you feel comfortable doing? (Technical Support);What kind of shifts would you feel comfortable doing? (Guest Flow & Stewarding);What kind of shifts would you feel comfortable doing? (Info & Welcome);What kind of shifts would you feel comfortable doing? (Food & Drinks);What kind of shifts would you feel comfortable doing? (Runner & Flexible Support);What kind of shifts would you feel comfortable doing? (Stage & Session Support);When would you be available to help out at Tectonic?;When would you be available to help out at Tectonic? (October 20 - Morning (Hackathon or Setup) );When would you be available to help out at Tectonic? (October 21 - Morning);When would you be available to help out at Tectonic? (October 21 - Afternoon);When would you be available to help out at Tectonic? (October 21 - Evening);When would you be available to help out at Tectonic? (October 22 - Morning (Breakdown));When would you be available to help out at Tectonic? (October 20 - Afternoon (Hackathon or Setup) );When would you be available to help out at Tectonic? (October 20 - Evening (Hackathon or Setup) );How many shifts would you be willing to take on during Tectonic?;Where did you hear about the open positions?;Anything else you would like to share with us?;Untitled checkboxes field;Untitled checkboxes field (I agree that Tectonic may use the information provided in this form for the organisation and coordination of Tectonic 2026 and its volunteer team. Privacy policy - https://www.tectonicconf.eu/privacy-statement)
sub_0089;resp_0089;2026-09-07T22:00;Arthur;Mertens;https://www.linkedin.com/in/arthur-mertens-89;+32473673322;arthur.mertens89@example.com;Vegan;L;Charlotte Vandamme;+32486176450;I want to gain event experience and be part of the Tectonic community.;Yes;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Info & Welcome;;;Yes;Yes;;;;October 21 - Evening, October 21 - Morning, October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 22 - Morning (Breakdown);;Yes;Yes;Yes;Yes;Yes;Yes;2;Tectonic website;;;Yes
sub_0090;resp_0090;2026-09-08T03:00;Amelie;Verhoeven;https://www.linkedin.com/in/amelie-verhoeven-90;+32472803501;amelie.verhoeven90@example.com;Vegan;M;Lena Wouters;+32487136730;I want to gain event experience and be part of the Tectonic community.;No;;;Nope, I'm Joining Independently;;Technical Support, Food & Drinks, Guest Flow & Stewarding, Setup & Logistics, Info & Welcome, Stage & Session Support, Runner & Flexible Support;Yes;Yes;Yes;Yes;Yes;Yes;Yes;October 20 - Evening (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 21 - Afternoon, October 22 - Morning (Breakdown);;;Yes;Yes;Yes;Yes;Yes;1;Tectonic website;;;Yes
sub_0091;resp_0091;2026-09-08T08:00;Liam;Vermeire;https://www.linkedin.com/in/liam-vermeire-91;+32472622046;liam.vermeire91@example.com;Vegan;M;Seppe Vermeulen;+32487133857;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Food & Drinks, Stage & Session Support, Setup & Logistics;Yes;;Yes;;Yes;;Yes;October 21 - Evening, October 22 - Morning (Breakdown), October 21 - Afternoon, October 20 - Morning (Hackathon or Setup);Yes;;Yes;Yes;Yes;;;4+;University;;;Yes
sub_0092;resp_0092;2026-09-08T13:00;Liam;Janssens;https://www.linkedin.com/in/liam-janssens-92;+32476502353;liam.janssens92@example.com;Gluten-free;M;Lucas Aerts;+32486020319;I volunteered at events before and would like to support the team.;Yes;;;Nope, I'm Joining Independently;;Runner & Flexible Support;;;;;;Yes;;October 21 - Evening, October 22 - Morning (Breakdown), October 20 - Evening (Hackathon or Setup), October 21 - Morning;;Yes;;Yes;Yes;;Yes;3;Tectonic website;;;Yes
sub_0093;resp_0093;2026-09-08T18:00;Manon;Peeters;https://www.linkedin.com/in/manon-peeters-93;+32471861596;manon.peeters93@example.com;Gluten-free;M;Lucas De Clercq;+32487378535;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Nope, I'm Joining Independently;;Runner & Flexible Support, Setup & Logistics, Info & Welcome;Yes;;;Yes;;Yes;;October 20 - Evening (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 21 - Evening, October 21 - Morning;Yes;Yes;;Yes;;Yes;Yes;1;University;;;Yes
sub_0094;resp_0094;2026-09-08T23:00;Sophie;Jacobs;https://www.linkedin.com/in/sophie-jacobs-94;+32472044906;sophie.jacobs94@example.com;None;L;Julie Martens;+32486453426;I want to gain event experience and be part of the Tectonic community.;Yes;;;Yes;Student Ghentrepreneur;Info & Welcome, Guest Flow & Stewarding, Stage & Session Support;;;Yes;Yes;;;Yes;October 20 - Afternoon (Hackathon or Setup), October 21 - Morning, October 21 - Evening;;Yes;;Yes;;Yes;;3;LinkedIn;;;Yes
sub_0095;resp_0095;2026-09-09T04:00;Charlotte;Martens;https://www.linkedin.com/in/charlotte-martens-95;+32475848684;charlotte.martens95@example.com;None;L;Sophie Vandamme;+32486319061;I want to gain event experience and be part of the Tectonic community.;No;;;Yes;VTK Gent;Guest Flow & Stewarding, Runner & Flexible Support, Stage & Session Support;;;Yes;;;Yes;Yes;October 21 - Morning, October 20 - Evening (Hackathon or Setup), October 21 - Afternoon, October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup);Yes;Yes;Yes;;Yes;;Yes;3;Student association;;;Yes
sub_0096;resp_0096;2026-09-09T09:00;Noah;Vermeire;https://www.linkedin.com/in/noah-vermeire-96;+32475302415;noah.vermeire96@example.com;Vegan;M;Julie Martens;+32485548852;I volunteered at events before and would like to support the team.;No;;;Yes;Student Ghentrepreneur;Info & Welcome, Stage & Session Support, Guest Flow & Stewarding, Technical Support;;Yes;Yes;Yes;;;Yes;October 21 - Afternoon, October 20 - Afternoon (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup);Yes;;Yes;;;Yes;Yes;2;University;;;Yes
sub_0097;resp_0097;2026-09-09T14:00;Maxime;Vermeire;https://www.linkedin.com/in/maxime-vermeire-97;+32476541407;maxime.vermeire97@example.com;Vegan;S;Felix Mertens;+32481086930;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;AIESEC Ghent;Setup & Logistics, Runner & Flexible Support, Food & Drinks;Yes;;;;Yes;Yes;;October 21 - Morning, October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup);Yes;Yes;;;;Yes;;No preference;Tectonic website;;;Yes
sub_0098;resp_0098;2026-09-09T19:00;Nina;Claes;https://www.linkedin.com/in/nina-claes-98;+32471609681;nina.claes98@example.com;Vegan;XL;Louis Willems;+32485856449;I would like to help make the event run smoothly and meet new people.;Yes;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Stage & Session Support, Runner & Flexible Support, Setup & Logistics, Info & Welcome;Yes;;Yes;Yes;;Yes;Yes;October 21 - Morning, October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Evening;Yes;Yes;;Yes;Yes;;Yes;3;University;;;Yes
sub_0099;resp_0099;2026-09-10T00:00;Thomas;Jacobs;https://www.linkedin.com/in/thomas-jacobs-99;+32478699307;thomas.jacobs99@example.com;Vegetarian;L;Lucas Peeters;+32486655803;I volunteered at events before and would like to support the team.;No;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Stage & Session Support, Info & Welcome, Food & Drinks, Setup & Logistics, Technical Support;Yes;Yes;Yes;Yes;Yes;;Yes;October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 21 - Afternoon;Yes;;Yes;;;;Yes;2;University;;;Yes
sub_0100;resp_0100;2026-09-10T05:00;Wout;Aerts;https://www.linkedin.com/in/wout-aerts-100;+32475161539;wout.aerts100@example.com;;M;Elise Goossens;+32488494978;I volunteered at events before and would like to support the team.;No;;;Yes;Ekonomika;Food & Drinks, Guest Flow & Stewarding, Setup & Logistics, Info & Welcome, Runner & Flexible Support;Yes;;Yes;Yes;Yes;Yes;;October 21 - Morning, October 21 - Evening;;Yes;;Yes;;;;3;University;;;Yes
sub_0101;resp_0101;2026-09-10T10:00;Maxime;Vermeire;https://www.linkedin.com/in/maxime-vermeire-101;+32473679603;maxime.vermeire101@example.com;Vegan;L;Amelie De Smet;+32482969909;I volunteered at events before and would like to support the team.;No;;;Yes;VTK Gent;Runner & Flexible Support;;;;;;Yes;;October 21 - Morning, October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 21 - Evening;Yes;Yes;;Yes;;Yes;;2;LinkedIn;;;Yes
sub_0102;resp_0102;2026-09-10T15:00;Marie;Vandamme;https://www.linkedin.com/in/marie-vandamme-102;+32472373555;marie.vandamme102@example.com;Gluten-free;M;Amelie De Vos;+32482310346;I would like to help make the event run smoothly and meet new people.;Yes;;;Nope, I'm Joining Independently;;Runner & Flexible Support, Food & Drinks;;;;;Yes;Yes;;October 20 - Afternoon (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Evening, October 21 - Morning;;Yes;;Yes;Yes;Yes;;2;University;;;Yes
sub_0103;resp_0103;2026-09-10T20:00;Mathias;Mertens;https://www.linkedin.com/in/mathias-mertens-103;+32479562677;mathias.mertens103@example.com;Vegan;XL;Liam Verhoeven;+32483213658;I want to gain event experience and be part of the Tectonic community.;Yes;;;Nope, I'm Joining Independently;;Stage & Session Support, Food & Drinks;;;;;Yes;;Yes;October 20 - Afternoon (Hackathon or Setup), October 21 - Morning, October 22 - Morning (Breakdown), October 21 - Evening;;Yes;;Yes;Yes;Yes;;1;University;;;Yes
sub_0104;resp_0104;2026-09-11T01:00;Charlotte;De Smet;https://www.linkedin.com/in/charlotte-de-smet-104;+32472010921;charlotte.desmet104@example.com;;M;Liam De Smet;+32487859648;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Nope, I'm Joining Independently;;Info & Welcome, Guest Flow & Stewarding, Setup & Logistics, Technical Support, Runner & Flexible Support;Yes;Yes;Yes;Yes;;Yes;;October 21 - Evening, October 21 - Afternoon;;;Yes;Yes;;;;4+;Student association;;;Yes
sub_0105;resp_0105;2026-09-11T06:00;Lena;Aerts;https://www.linkedin.com/in/lena-aerts-105;+32477594429;lena.aerts105@example.com;Gluten-free;M;Maxime Goossens;+32481058272;I would like to help make the event run smoothly and meet new people.;No;;;Nope, I'm Joining Independently;;Info & Welcome, Stage & Session Support, Setup & Logistics;Yes;;;Yes;;;Yes;October 20 - Afternoon (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Morning, October 21 - Afternoon, October 20 - Morning (Hackathon or Setup);Yes;Yes;Yes;;Yes;Yes;;No preference;Previous volunteer;;;Yes
sub_0106;resp_0106;2026-09-11T11:00;Maxime;Martens;https://www.linkedin.com/in/maxime-martens-106;+32478033690;maxime.martens106@example.com;Gluten-free;XL;Bram Peeters;+32485037710;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Nope, I'm Joining Independently;;Info & Welcome, Technical Support, Runner & Flexible Support;;Yes;;Yes;;Yes;;October 21 - Morning, October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup);Yes;Yes;Yes;;;;Yes;2;University;;;Yes
sub_0107;resp_0107;2026-09-11T16:00;Liam;Verhoeven;https://www.linkedin.com/in/liam-verhoeven-107;+32479453969;liam.verhoeven107@example.com;Vegetarian;M;Manon Vermeire;+32486350316;I volunteered at events before and would like to support the team.;No;;;Nope, I'm Joining Independently;;Runner & Flexible Support, Setup & Logistics, Technical Support, Stage & Session Support;Yes;Yes;;;;Yes;Yes;October 21 - Morning, October 22 - Morning (Breakdown), October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup);Yes;Yes;;;Yes;;Yes;3;LinkedIn;;;Yes
sub_0108;resp_0108;2026-09-11T21:00;Felix;De Clercq;https://www.linkedin.com/in/felix-de-clercq-108;+32471786584;felix.declercq108@example.com;Vegetarian;L;Felix Aerts;+32489799030;I volunteered at events before and would like to support the team.;Yes;;;Yes;Student Ghentrepreneur;Guest Flow & Stewarding, Stage & Session Support, Setup & Logistics;Yes;;Yes;;;;Yes;October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 21 - Morning, October 21 - Evening, October 21 - Afternoon;;Yes;Yes;Yes;Yes;Yes;;4+;LinkedIn;;;Yes
sub_0109;resp_0109;2026-09-12T02:00;Victor;Aerts;https://www.linkedin.com/in/victor-aerts-109;+32479891787;victor.aerts109@example.com;None;M;Arthur Wouters;+32484411424;I volunteered at events before and would like to support the team.;Yes;;;Yes;AIESEC Ghent;Food & Drinks, Info & Welcome, Technical Support;;Yes;;Yes;Yes;;;October 21 - Afternoon, October 20 - Afternoon (Hackathon or Setup), October 21 - Morning, October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown);Yes;Yes;Yes;Yes;Yes;Yes;;No preference;Student association;;;Yes
sub_0110;resp_0110;2026-09-12T07:00;Louise;Martens;https://www.linkedin.com/in/louise-martens-110;+32476586214;louise.martens110@example.com;Vegetarian;S;Julie Claes;+32482968239;I want to gain event experience and be part of the Tectonic community.;No;;;Nope, I'm Joining Independently;;Technical Support, Setup & Logistics, Guest Flow & Stewarding, Info & Welcome, Food & Drinks;Yes;Yes;Yes;Yes;Yes;;;October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Morning, October 22 - Morning (Breakdown), October 21 - Evening;Yes;Yes;;Yes;Yes;;Yes;2;Tectonic website;;;Yes
sub_0111;resp_0111;2026-09-12T12:00;Bram;Goossens;https://www.linkedin.com/in/bram-goossens-111;+32478818250;bram.goossens111@example.com;;XL;Maxime Vandamme;+32486372622;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Yes;Student Ghentrepreneur;Stage & Session Support, Guest Flow & Stewarding, Info & Welcome, Food & Drinks;;;Yes;Yes;Yes;;Yes;October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 22 - Morning (Breakdown);;;Yes;;Yes;Yes;Yes;3;Tectonic website;;;Yes
sub_0112;resp_0112;2026-09-12T17:00;Liam;Vermeire;https://www.linkedin.com/in/liam-vermeire-112;+32479376888;liam.vermeire112@example.com;Gluten-free;L;Felix Vermeulen;+32485317226;I want to gain event experience and be part of the Tectonic community.;Yes;;;Nope, I'm Joining Independently;;Runner & Flexible Support, Technical Support, Setup & Logistics, Guest Flow & Stewarding, Info & Welcome, Stage & Session Support;Yes;Yes;Yes;Yes;;Yes;Yes;October 21 - Morning, October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 21 - Evening;;Yes;Yes;Yes;;;Yes;No preference;LinkedIn;;;Yes
sub_0113;resp_0113;2026-09-12T22:00;Maxime;De Vos;https://www.linkedin.com/in/maxime-de-vos-113;+32471813936;maxime.devos113@example.com;;M;Marie Goossens;+32482140312;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Nope, I'm Joining Independently;;Runner & Flexible Support, Food & Drinks;;;;;Yes;Yes;;October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup);Yes;;;;Yes;Yes;Yes;2;University;;;Yes
sub_0114;resp_0114;2026-09-13T03:00;Charlotte;De Vos;https://www.linkedin.com/in/charlotte-de-vos-114;+32479882154;charlotte.devos114@example.com;Vegetarian;L;Victor Peeters;+32489425786;I want to gain event experience and be part of the Tectonic community.;No;;;Nope, I'm Joining Independently;;Runner & Flexible Support, Stage & Session Support;;;;;;Yes;Yes;October 21 - Evening, October 20 - Afternoon (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Morning, October 21 - Afternoon;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;Friend;;;Yes
sub_0115;resp_0115;2026-09-13T08:00;Amelie;Mertens;https://www.linkedin.com/in/amelie-mertens-115;+32474789255;amelie.mertens115@example.com;Vegetarian;L;Manon Maes;+32481531577;I would like to help make the event run smoothly and meet new people.;Yes;;;Nope, I'm Joining Independently;;Food & Drinks, Stage & Session Support, Guest Flow & Stewarding;;;Yes;;Yes;;Yes;October 21 - Afternoon, October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Morning, October 20 - Afternoon (Hackathon or Setup);Yes;Yes;Yes;Yes;;Yes;Yes;4+;Tectonic website;;;Yes
sub_0116;resp_0116;2026-09-13T13:00;Mathias;Vandamme;https://www.linkedin.com/in/mathias-vandamme-116;+32479861040;mathias.vandamme116@example.com;;M;Julie Vermeire;+32488977571;I volunteered at events before and would like to support the team.;Yes;;;Nope, I'm Joining Independently;;Setup & Logistics, Runner & Flexible Support;Yes;;;;;Yes;;October 21 - Evening, October 20 - Evening (Hackathon or Setup), October 21 - Afternoon;;;Yes;Yes;;;Yes;2;Previous volunteer;;;Yes
sub_0117;resp_0117;2026-09-13T18:00;Bram;Wouters;https://www.linkedin.com/in/bram-wouters-117;+32476565503;bram.wouters117@example.com;Vegan;XL;Maxime Mertens;+32482315798;I volunteered at events before and would like to support the team.;Yes;;;Yes;AIESEC Ghent;Food & Drinks, Runner & Flexible Support, Setup & Logistics, Technical Support, Info & Welcome, Stage & Session Support;Yes;Yes;;Yes;Yes;Yes;Yes;October 22 - Morning (Breakdown), October 21 - Morning, October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Afternoon;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;Tectonic website;;;Yes
sub_0118;resp_0118;2026-09-13T23:00;Arthur;Maes;https://www.linkedin.com/in/arthur-maes-118;+32479230960;arthur.maes118@example.com;None;M;Mathias Aerts;+32488245206;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;Student Ghentrepreneur;Stage & Session Support, Food & Drinks, Runner & Flexible Support;;;;;Yes;Yes;Yes;October 20 - Evening (Hackathon or Setup), October 21 - Afternoon, October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup);Yes;;Yes;;;Yes;Yes;2;University;;;Yes
sub_0119;resp_0119;2026-09-14T04:00;Victor;Goossens;https://www.linkedin.com/in/victor-goossens-119;+32471087161;victor.goossens119@example.com;Vegetarian;M;Milan Wouters;+32482715158;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Nope, I'm Joining Independently;;Setup & Logistics, Guest Flow & Stewarding, Technical Support, Info & Welcome, Runner & Flexible Support;Yes;Yes;Yes;Yes;;Yes;;October 21 - Morning, October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup);Yes;Yes;Yes;Yes;;Yes;Yes;2;Tectonic website;;;Yes
sub_0120;resp_0120;2026-09-14T09:00;Charlotte;Martens;https://www.linkedin.com/in/charlotte-martens-120;+32471207041;charlotte.martens120@example.com;Vegetarian;M;Elise Maes;+32485072543;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;AIESEC Ghent;Info & Welcome, Setup & Logistics, Runner & Flexible Support, Food & Drinks;Yes;;;Yes;Yes;Yes;;October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon;Yes;;Yes;;Yes;Yes;;2;LinkedIn;;;Yes
sub_0121;resp_0121;2026-09-14T14:00;Lotte;De Smet;https://www.linkedin.com/in/lotte-de-smet-121;+32475222820;lotte.desmet121@example.com;None;L;Nina Vandamme;+32484280754;I want to gain event experience and be part of the Tectonic community.;Yes;;;Yes;Ekonomika;Technical Support, Setup & Logistics, Stage & Session Support;Yes;Yes;;;;;Yes;October 21 - Evening, October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup);Yes;;Yes;Yes;;;Yes;2;Student association;;;Yes
sub_0122;resp_0122;2026-09-14T19:00;Emma;Aerts;https://www.linkedin.com/in/emma-aerts-122;+32476379868;emma.aerts122@example.com;Gluten-free;L;Julie Vandamme;+32486271120;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;VTK Gent;Food & Drinks, Info & Welcome, Guest Flow & Stewarding;;;Yes;Yes;Yes;;;October 21 - Evening, October 20 - Afternoon (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Morning;;Yes;;Yes;Yes;Yes;;3;Student association;;;Yes
sub_0123;resp_0123;2026-09-15T00:00;Maxime;Vandamme;https://www.linkedin.com/in/maxime-vandamme-123;+32471451577;maxime.vandamme123@example.com;Vegan;L;Julie Verhoeven;+32485887726;I would like to help make the event run smoothly and meet new people.;Yes;;;Nope, I'm Joining Independently;;Stage & Session Support, Technical Support, Guest Flow & Stewarding, Info & Welcome, Runner & Flexible Support, Food & Drinks, Setup & Logistics;Yes;Yes;Yes;Yes;Yes;Yes;Yes;October 22 - Morning (Breakdown), October 21 - Morning, October 20 - Evening (Hackathon or Setup);;Yes;;;Yes;;Yes;No preference;LinkedIn;;;Yes
sub_0124;resp_0124;2026-09-15T05:00;Nina;De Smet;https://www.linkedin.com/in/nina-de-smet-124;+32471616817;nina.desmet124@example.com;Vegetarian;L;Lena Martens;+32482425760;I would like to help make the event run smoothly and meet new people.;No;;;Yes;AIESEC Ghent;Runner & Flexible Support, Technical Support, Info & Welcome;;Yes;;Yes;;Yes;;October 20 - Morning (Hackathon or Setup), October 21 - Evening, October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon, October 21 - Morning;Yes;Yes;Yes;Yes;Yes;Yes;;3;LinkedIn;;;Yes
sub_0125;resp_0125;2026-09-15T10:00;Nina;Baert;https://www.linkedin.com/in/nina-baert-125;+32475340909;nina.baert125@example.com;None;L;Maxime De Clercq;+32484708297;I want to gain event experience and be part of the Tectonic community.;No;;;Nope, I'm Joining Independently;;Runner & Flexible Support, Stage & Session Support;;;;;;Yes;Yes;October 20 - Evening (Hackathon or Setup), October 21 - Afternoon, October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown);Yes;;Yes;Yes;Yes;;Yes;4+;Tectonic website;;;Yes
sub_0126;resp_0126;2026-09-15T15:00;Hanne;Vermeire;https://www.linkedin.com/in/hanne-vermeire-126;+32473376915;hanne.vermeire126@example.com;Vegetarian;M;Camille Verhoeven;+32484470657;I want to gain event experience and be part of the Tectonic community.;No;;;Nope, I'm Joining Independently;;Technical Support, Guest Flow & Stewarding, Setup & Logistics, Info & Welcome;Yes;Yes;Yes;Yes;;;;October 21 - Evening, October 20 - Morning (Hackathon or Setup);Yes;;;Yes;;;;No preference;Friend;;;Yes
sub_0127;resp_0127;2026-09-15T20:00;Charlotte;Verhoeven;https://www.linkedin.com/in/charlotte-verhoeven-127;+32473757404;charlotte.verhoeven127@example.com;None;L;Lucas Martens;+32483686631;I volunteered at events before and would like to support the team.;Yes;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Setup & Logistics, Runner & Flexible Support;Yes;;Yes;;;Yes;;October 21 - Afternoon;;;Yes;;;;;No preference;LinkedIn;;;Yes
sub_0128;resp_0128;2026-09-16T01:00;Seppe;Aerts;https://www.linkedin.com/in/seppe-aerts-128;+32478542617;seppe.aerts128@example.com;Gluten-free;M;Elise Peeters;+32484603680;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Nope, I'm Joining Independently;;Technical Support, Runner & Flexible Support, Info & Welcome, Food & Drinks;;Yes;;Yes;Yes;Yes;;October 22 - Morning (Breakdown);;;;;Yes;;;2;University;;;Yes
sub_0129;resp_0129;2026-09-16T06:00;Noah;Martens;https://www.linkedin.com/in/noah-martens-129;+32477520284;noah.martens129@example.com;Gluten-free;M;Laura Jacobs;+32486837206;I volunteered at events before and would like to support the team.;Yes;;;Yes;Ekonomika;Guest Flow & Stewarding, Technical Support, Info & Welcome;;Yes;Yes;Yes;;;;October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 22 - Morning (Breakdown);;;;Yes;Yes;Yes;;2;Previous volunteer;;;Yes
sub_0130;resp_0130;2026-09-16T11:00;Sophie;De Smet;https://www.linkedin.com/in/sophie-de-smet-130;+32473313029;sophie.desmet130@example.com;Gluten-free;M;Jules Willems;+32489164971;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Yes;AIESEC Ghent;Food & Drinks, Setup & Logistics, Technical Support, Guest Flow & Stewarding, Runner & Flexible Support, Info & Welcome;Yes;Yes;Yes;Yes;Yes;Yes;;October 21 - Morning, October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 21 - Evening;;Yes;Yes;Yes;;;Yes;No preference;Student association;;;Yes
sub_0131;resp_0131;2026-09-16T16:00;Marie;Willems;https://www.linkedin.com/in/marie-willems-131;+32479249791;marie.willems131@example.com;Vegan;L;Manon Verhoeven;+32489199017;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;AIESEC Ghent;Info & Welcome, Food & Drinks, Setup & Logistics;Yes;;;Yes;Yes;;;October 20 - Morning (Hackathon or Setup), October 21 - Evening, October 21 - Morning, October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon;Yes;Yes;Yes;Yes;Yes;Yes;;1;LinkedIn;;;Yes
sub_0132;resp_0132;2026-09-16T21:00;Victor;Janssens;https://www.linkedin.com/in/victor-janssens-132;+32477154919;victor.janssens132@example.com;Gluten-free;XL;Hanne Janssens;+32488404902;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;VTK Gent;Food & Drinks, Guest Flow & Stewarding, Technical Support;;Yes;Yes;;Yes;;;October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 21 - Afternoon, October 20 - Evening (Hackathon or Setup);Yes;;Yes;Yes;Yes;Yes;Yes;2;Previous volunteer;;;Yes
sub_0133;resp_0133;2026-09-17T02:00;Manon;Goossens;https://www.linkedin.com/in/manon-goossens-133;+32474521171;manon.goossens133@example.com;Gluten-free;L;Milan Baert;+32488183451;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Nope, I'm Joining Independently;;Setup & Logistics, Info & Welcome, Guest Flow & Stewarding;Yes;;Yes;Yes;;;;October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 21 - Evening, October 20 - Afternoon (Hackathon or Setup);Yes;;;Yes;;Yes;Yes;2;LinkedIn;;;Yes
sub_0134;resp_0134;2026-09-17T07:00;Seppe;Janssens;https://www.linkedin.com/in/seppe-janssens-134;+32473274804;seppe.janssens134@example.com;Vegan;S;Lotte Mertens;+32483226183;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Nope, I'm Joining Independently;;Food & Drinks, Guest Flow & Stewarding, Stage & Session Support, Technical Support;;Yes;Yes;;Yes;;Yes;October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 22 - Morning (Breakdown);;;Yes;;Yes;Yes;Yes;3;LinkedIn;;;Yes
